tipoDocumento|facet-tipoDocumento|data|urn|url|localidade|facet-localidade|autoridade|facet-autoridade|title|description|type|identifier
Lei|Legislação::Lei|1900-01-12|urn:lex:br;minas.gerais;uberaba:municipal:lei:1900-01-12;89|https://www.lexml.gov.br/urn/urn:lex:br;minas.gerais;uberaba:municipal:lei:1900-01-12;89|Uberaba - MG|Municípios::Uberaba - MG|Municipal|Municipal|Lei no 89 , de 12 de janeiro de 1900|*Autoriza a Prefeitura fornecer merenda a menores oprerários. LIVRO-02 de 1948/1955.

*Que autorisa o agente executivo municipal a mandar construir no novo cemiterio municipal um necroterio. LIVRO-01 de 1892/1909.|html|000364667
Lei Orgânica|Legislação::Lei Orgânica|1900-12-15|urn:lex:br;minas.gerais;careacu:municipal:lei.organica:1900-12-15;1990|https://www.lexml.gov.br/urn/urn:lex:br;minas.gerais;careacu:municipal:lei.organica:1900-12-15;1990|Careaçu - MG|Municípios::Careaçu - MG|Municipal|Municipal|Lei Orgânica de Careaçu - MG, de 1990|LEI ORGÂNICA MUNICIPAL|html|000652355
Decreto|Legislação::Decreto|1900-12-08|urn:lex:br:federal:decreto:1900-12-08;726|https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:1900-12-08;726|Brasil|Brasil|Federal|Federal|Decreto no 726, de 8 de Dezembro de 1900|Autoriza o Governo a dar permanente installação, em predio publico de que possa dispor, á Academia Brazileira de Lettras, fundada na Capital da Republica, e decreta outras providencias.|html|000816237
Decreto|Legislação::Decreto|1900-02-18|urn:lex:br:federal:decreto:1900-02-18;3598|https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:1900-02-18;3598|Brasil|Brasil|Federal|Federal|Decreto no 3.598, de 18 de Fevereiro de 1900|Declara a «Rio de Janeiro Arbour and Dock Company, limited» isenta dos direitos de importação sobre o material para execução e custeio das obras a seu cargo, durante o prazo da respectiva concessão|html|000822087
Decreto|Legislação::Decreto|1900-03-24|urn:lex:br:federal:decreto:1900-03-24;3621|https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:1900-03-24;3621|Brasil|Brasil|Federal|Federal|Decreto no 3.621, de 24 de Março de 1900|Crea uma brigada de cavallaria de guardas nacionaes na comarca de Jacuhy, no Estado de Minas Geraes|html|000827644
Decreto|Legislação::Decreto|1900-02-20|urn:lex:br:federal:decreto:1900-02-20;3563|https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:1900-02-20;3563|Brasil|Brasil|Federal|Federal|Decreto no 3.563, de 20 de Fevereiro de 1900|Aprrova a planta para a construcção do augmento da estação do Arraial da Estrada de Ferro do Recife ao Limoeiro e Timbaúba|html|000833609
Decreto|Legislação::Decreto|1900-12-29|urn:lex:br:federal:decreto:1900-12-29;745|https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:1900-12-29;745|Brasil|Brasil|Federal|Federal|Decreto no 745, de 29 de Dezembro de 1900|Eleva a 200$ a pensão mensal de 60$ concedida a D. Amelia Rosa da Fonseca Amaral|html|000850249
Decreto|Legislação::Decreto|1900-12-31|urn:lex:br:federal:decreto:1900-12-31;753|https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:1900-12-31;753|Brasil|Brasil|Federal|Federal|Decreto no 753, de 31 de Dezembro de 1900|Autoriza o Poder Executivo a pagar Estevão Cunha a importancia das terras de sua propriedade em que foram localizadas immigrantes na ex-colonia Brusque|html|000850258
Decreto|Legislação::Decreto|1900-12-29|urn:lex:br:federal:decreto:1900-12-29;747|https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:1900-12-29;747|Brasil|Brasil|Federal|Federal|Decreto no 747, de 29 de Dezembro de 1900|Autoriza o Poder Executivo a conceder seis mezes de licença a Joaquim Julio Alves da Silva, agente de 2a classe da Estrada de Ferro Central do Brazil, para tratar de sua saude onde lhe convier.|html|000850266
Decreto|Legislação::Decreto|1900-12-29|urn:lex:br:federal:decreto:1900-12-29;748|https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:1900-12-29;748|Brasil|Brasil|Federal|Federal|Decreto no 748, de 29 de Dezembro de 1900|Autoriza o Governo a conceder á Estrada de Ferro de Araraquara a construcção, uso e goso de uma estrada de ferro, de S. José do Rio Preto, no Estado de S. Paulo a Cuyabá, passando pela villa de Sant"Anna de Paranahyba, no de Matto Grosso.|html|000850268
Decreto|Legislação::Decreto|1900-12-29|urn:lex:br:federal:decreto:1900-12-29;749|https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:1900-12-29;749|Brasil|Brasil|Federal|Federal|Decreto no 749, de 29 de Dezembro de 1900|Autoriza o Poder Executivo a abrir ao Ministerio da Industria, Viação e Obras Publicas o credito supplementar de 2.912:675$525 á verba 17a do art. 21 da lei n. 652, de 23 de novembro de 1899, para occorrer ao pagamento das taxas de esgoto da Capital Federal no corrente exercicio.|html|000850271
Decreto|Legislação::Decreto|1900-12-29|urn:lex:br:federal:decreto:1900-12-29;750|https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:1900-12-29;750|Brasil|Brasil|Federal|Federal|Decreto no 750, de 29 de Dezembro de 1900|Autoriza o Poder Executivo a abrir ao Ministerio da Industria, Viação e Obras Publicas o credito de 287:894$920, supplementar ao autorizado pelo decreto legislativo n. 622, de 1899.|html|000850276
Decreto|Legislação::Decreto|1900-12-29|urn:lex:br:federal:decreto:1900-12-29;752|https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:1900-12-29;752|Brasil|Brasil|Federal|Federal|Decreto no 752, de 29 de Dezembro de 1900|Autoriza o Poder Executivo a abrir, no corrente exercicio, ao Ministerio da Justiça e Negocios Interiores o credito especial de 14:000$, para pagamento de despezas com o material da Secretaria da Camara dos Deputados; bem como o que for preciso para as obras de conservação e segurança do predio onde funcciona a mesma Camara.|html|000850277
Decreto|Legislação::Decreto|1900-12-31|urn:lex:br:federal:decreto:1900-12-31;754|https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:1900-12-31;754|Brasil|Brasil|Federal|Federal|Decreto no 754, de 31 de Dezembro de 1900|Concede ao cidadão José Maria da Silva Paranhos do Rio Branco dotação annual de 24:000$ é mais o premio de 300:000$, como recompensa nacional e dá outras providencias.|html|000850288
Decreto|Legislação::Decreto|1900-12-29|urn:lex:br:federal:decreto:1900-12-29;751|https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:1900-12-29;751|Brasil|Brasil|Federal|Federal|Decreto no 751, de 29 de Dezembro de 1900|Autoriza o Poder Executivo a abrir ao Ministerio da Industria, Viação e Obras Publicas os creditos de francos 220.555 e 11.792, para pagamento de saldo de contas atrazadas e indemnizações devidas á Administração do Telegrapho Oriental.|html|000850290
Decreto|Legislação::Decreto|1900-07-07|urn:lex:br:federal:decreto:1900-07-07;663|https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:1900-07-07;663|Brasil|Brasil|Federal|Federal|Decreto no 663, de 7 de Julho de 1900|Autoriza o Poder Executivo a conceder 10 mezes de licença ao conferente da Alfandega de Santos, José Joaquim de Miranda|html|000850472
Decreto|Legislação::Decreto|1900-07-16|urn:lex:br:federal:decreto:1900-07-16;664|https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:1900-07-16;664|Brasil|Brasil|Federal|Federal|Decreto no 664, de 16 de Julho de 1900|Autoriza a concessão de licença ao Dr. Fernando Terra|html|000850473
Decreto|Legislação::Decreto|1900-05-14|urn:lex:br:federal:decreto:1900-05-14;3455|https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:1900-05-14;3455|Brasil|Brasil|Federal|Federal|Decreto no 3.455, de 14 de Maio de 1900|Concede á Sociedade Anonyma Bananal autorização par afuncionar na Republica|html|000850477
Decreto|Legislação::Decreto|1900-08-04|urn:lex:br:federal:decreto:1900-08-04;668|https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:1900-08-04;668|Brasil|Brasil|Federal|Federal|Decreto no 668, de 4 de Agosto de 1900|Autoriza o Poder Executivo a abrir ao Ministerio da Justiça e Negocios Interiores o credito de 27:000$, supplementar á rubrica 37 -Corpo de Bombeiros- do exercicio de 1899, e o extraordinario de 8:000$ para indemnização ao Dr. João Paulo de Carvalho.|html|000850482
Decreto|Legislação::Decreto|1900-07-20|urn:lex:br:federal:decreto:1900-07-20;665|https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:1900-07-20;665|Brasil|Brasil|Federal|Federal|Decreto no 665, de 20 de Julho de 1900|Autoriza o Poder Executivo a abrir ao Ministerio da Guerra o credito extraordinario da quantia de 3:350$ para pagamento de diarias a que tem direito o capitão reformado do Exercito Carlos Augusto Ferreira de Assumpção|html|000850483
Decreto|Legislação::Decreto|1900-07-27|urn:lex:br:federal:decreto:1900-07-27;667|https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:1900-07-27;667|Brasil|Brasil|Federal|Federal|Decreto no 667, de 27 de Julho de 1900|Autoriza o Governo a conceder aos officiaes e praças do Exercito que requererem matricula nos Institutos de ensino militar e dispensa de idade exigida nos respectivos regulamentos e aos alumnos e ex-alumnos que tiverem excedido o prazo regulamentar marcado para completarem os estudos preparatorios mais um anno para terminarem esses estudos|html|000850484
Decreto|Legislação::Decreto|1900-08-08|urn:lex:br:federal:decreto:1900-08-08;669|https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:1900-08-08;669|Brasil|Brasil|Federal|Federal|Decreto no 669, de 8 de Agosto de 1900|Determina que, emquanto houver no Exercito alferes aggregados aos respectivos quadros, um terço das vagas deste posto seja preenchido por inferiores devidamente habilitados.|html|000850485
Decreto|Legislação::Decreto|1900-08-10|urn:lex:br:federal:decreto:1900-08-10;670|https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:1900-08-10;670|Brasil|Brasil|Federal|Federal|Decreto no 670, de 10 de Agosto de 1900|Autoriza o Poder Executivo a abrir ao Ministerio da Marinha o credito de 36:400$ para pagamento de serviços prestados por Antonio Lucio de Medeiros, contractante do supprimento de agua e da illuminação a gaz aos navios da Armada e estabelecimentos de Marinha.|html|000850487
